EBio_CE_2018;v1.0.1;2025-07-31;Temps d'execution :;0.9secs
CODE_STATION;TYPO_NATIONALE;TG_BV;PERIODE_DEBUT;PERIODE_FIN;CODE_PAR;LIB_PAR;RESULTAT;EQR;CLASSE;CLASSE_NUM;COMMENTAIRES
01000976;P9-A;NON;2023;2023;8353;Etat Biologique;NA;NA;MOYEN;3;
01000990;P9-A;NON;2016;2016;5856;IndiceBioDiat;15.8;0.865497076023392;BON;2;
01000990;P9-A;NON;2016;2016;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01000990;P9-A;NON;2016;2016;5910;MPCE phases A+B;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01000990;P9-A;NON;2016;2016;7613;Ind Invert Multimetrique;0.3;0.3;MOYEN;3;
01000990;P9-A;NON;2016;2016;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01000990;P9-A;NON;2016;2016;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01000990;P9-A;NON;2016;2016;8353;Etat Biologique;NA;NA;MOYEN;3;
01000990;P9-A;NON;2017;2017;5856;IndiceBioDiat;15.1;0.824561403508772;BON;2;
01000990;P9-A;NON;2017;2017;2928;IBMR;10.8;0.966875559534467;TRES_BON;1;
01000990;P9-A;NON;2017;2017;5910;MPCE phases A+B;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01000990;P9-A;NON;2017;2017;7613;Ind Invert Multimetrique;0.25;0.25;MEDIOCRE;4;
01000990;P9-A;NON;2017;2017;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01000990;P9-A;NON;2017;2017;7036;Indice Poisson Riviere;10.853106;NA;BON;2;
01000990;P9-A;NON;2017;2017;8353;Etat Biologique;NA;NA;MEDIOCRE;4;
01000990;P9-A;NON;2018;2018;5856;IndiceBioDiat;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01000990;P9-A;NON;2018;2018;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01000990;P9-A;NON;2018;2018;5910;MPCE phases A+B;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01000990;P9-A;NON;2018;2018;7613;Ind Invert Multimetrique;0.149;0.149;MEDIOCRE;4;
01000990;P9-A;NON;2018;2018;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01000990;P9-A;NON;2018;2018;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01000990;P9-A;NON;2018;2018;8353;Etat Biologique;NA;NA;MEDIOCRE;4;
01000990;P9-A;NON;2019;2019;5856;IndiceBioDiat;15;0.818713450292398;BON;2;
01000990;P9-A;NON;2019;2019;2928;IBMR;10.72;0.959713518352731;TRES_BON;1;
01000990;P9-A;NON;2019;2019;5910;MPCE phases A+B;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01000990;P9-A;NON;2019;2019;7613;Ind Invert Multimetrique;0.627;0.627;BON;2;
01000990;P9-A;NON;2019;2019;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01000990;P9-A;NON;2019;2019;7036;Indice Poisson Riviere;11.054722;NA;BON;2;
01000990;P9-A;NON;2019;2019;8353;Etat Biologique;NA;NA;BON;2;
01000990;P9-A;NON;2020;2020;5856;IndiceBioDiat;14.8;0.807017543859649;BON;2;
01000990;P9-A;NON;2020;2020;2928;IBMR;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01000990;P9-A;NON;2020;2020;5910;MPCE phases A+B;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01000990;P9-A;NON;2020;2020;7613;Ind Invert Multimetrique;0.295;0.295;MOYEN;3;
01000990;P9-A;NON;2020;2020;6951;MGCE 12 prelevements;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01000990;P9-A;NON;2020;2020;7036;Indice Poisson Riviere;NA;NA;NA;NA;Aucunes donnees disponibles sur la periode d'evaluation definie
01000990;P9-A;NON;2020;2020;8353;Etat Biologique;NA;NA;MOYEN;3;
01000990;P9-A;NON;2021;2021;5856;IndiceBioDiat;15.6;0.853801169590643;BON;2;
01000990;P9-A;NON;2021;2021;2928;IBMR;11.18;1.00089525514772;TRES_BON;1;
